Request id,Pickup point,Driver id,Status,Request Date,Request timestamp,Drop Date,Drop timestamp,Trip Duration (minutes),Request Hour,Request Day of Week,Daypart,Gap Type
6382,Airport,146,Trip Completed,15-07-2016,19:15,15-07-2016,20:28,73,19,Friday,Evening,No Gap
6575,City,146,Trip Completed,15-07-2016,21:18,15-07-2016,21:58,40,21,Friday,Night,No Gap
1827,Airport,147,Trip Completed,12-07-2016,09:35,12-07-2016,10:24,49,9,Tuesday,Morning,No Gap
2095,City,147,Trip Completed,12-07-2016,15:56,12-07-2016,16:43,47,15,Tuesday,Afternoon,No Gap
3092,Airport,147,Trip Completed,13-07-2016,08:15,13-07-2016,08:50,35,8,Wednesday,Early Morning,No Gap
4813,City,147,Trip Completed,14-07-2016,17:17,14-07-2016,18:18,62,17,Thursday,Evening,No Gap
5164,City,147,Trip Completed,14-07-2016,20:25,14-07-2016,20:54,29,20,Thursday,Evening,No Gap
6702,City,147,Trip Completed,15-07-2016,22:47,15-07-2016,23:27,40,22,Friday,Night,No Gap
429,City,148,Trip Completed,11-07-2016,08:54,11-07-2016,09:47,53,8,Monday,Early Morning,No Gap
2681,Airport,148,Trip Completed,12-07-2016,00:10,12-07-2016,01:06,56,0,Tuesday,Late Night,No Gap
3160,City,148,Trip Completed,13-07-2016,09:11,13-07-2016,09:35,25,9,Wednesday,Morning,No Gap
3400,City,148,Trip Completed,13-07-2016,15:04,13-07-2016,16:09,65,15,Wednesday,Afternoon,No Gap
3889,Airport,148,Trip Completed,13-07-2016,21:53,13-07-2016,22:32,39,21,Wednesday,Night,No Gap
4151,City,148,Trip Completed,14-07-2016,04:58,14-07-2016,06:08,70,4,Thursday,Late Night,No Gap
4738,Airport,148,Trip Completed,14-07-2016,14:44,14-07-2016,15:58,74,14,Thursday,Afternoon,No Gap
4963,Airport,148,Trip Completed,14-07-2016,18:35,14-07-2016,19:50,75,18,Thursday,Evening,No Gap
311,Airport,149,Trip Completed,11-07-2016,07:27,11-07-2016,08:08,41,7,Monday,Early Morning,No Gap
928,City,149,Trip Completed,11-07-2016,18:29,11-07-2016,19:15,46,18,Monday,Evening,No Gap
1468,City,149,Trip Completed,12-07-2016,05:09,12-07-2016,06:06,57,5,Tuesday,Early Morning,No Gap
2677,City,149,Trip Completed,12-07-2016,23:54,13-07-2016,00:31,37,23,Tuesday,Night,No Gap
2916,City,149,Trip Completed,13-07-2016,06:12,13-07-2016,07:23,71,6,Wednesday,Early Morning,No Gap
4663,City,149,Trip Completed,14-07-2016,12:16,14-07-2016,12:59,43,12,Thursday,Morning,No Gap
6741,City,149,Trip Completed,15-07-2016,23:42,16-07-2016,00:09,27,23,Friday,Night,No Gap
48,City,150,Trip Completed,11-07-2016,03:14,11-07-2016,04:19,65,3,Monday,Late Night,No Gap
838,City,150,Trip Completed,11-07-2016,17:43,11-07-2016,18:41,58,17,Monday,Evening,No Gap
1657,Airport,150,Trip Completed,12-07-2016,07:29,12-07-2016,08:12,43,7,Tuesday,Early Morning,No Gap
2032,Airport,150,Trip Completed,12-07-2016,14:14,12-07-2016,15:20,66,14,Tuesday,Afternoon,No Gap
3507,City,150,Trip Completed,13-07-2016,17:38,13-07-2016,18:21,43,17,Wednesday,Evening,No Gap
3780,City,150,Trip Completed,13-07-2016,20:45,13-07-2016,21:27,41,20,Wednesday,Evening,No Gap
6180,City,150,Trip Completed,15-07-2016,17:02,15-07-2016,17:48,46,17,Friday,Evening,No Gap
6615,City,150,Trip Completed,15-07-2016,21:46,15-07-2016,22:22,36,21,Friday,Night,No Gap
797,City,151,Trip Completed,11-07-2016,17:16,11-07-2016,18:12,56,17,Monday,Evening,No Gap
1564,City,151,Trip Completed,12-07-2016,06:18,12-07-2016,07:14,56,6,Tuesday,Early Morning,No Gap
2075,City,151,Trip Completed,12-07-2016,15:31,12-07-2016,16:47,76,15,Tuesday,Afternoon,No Gap
2822,City,151,Trip Completed,13-07-2016,05:14,13-07-2016,05:50,36,5,Wednesday,Early Morning,No Gap
3387,City,151,Trip Completed,13-07-2016,14:36,13-07-2016,15:22,46,14,Wednesday,Afternoon,No Gap
4315,City,151,Trip Completed,14-07-2016,06:46,14-07-2016,07:33,47,6,Thursday,Early Morning,No Gap
5549,Airport,151,Trip Completed,15-07-2016,05:29,15-07-2016,06:15,46,5,Friday,Early Morning,No Gap
6284,City,151,Trip Completed,15-07-2016,18:18,15-07-2016,19:10,52,18,Friday,Evening,No Gap
6403,Airport,151,Trip Completed,15-07-2016,19:25,15-07-2016,20:15,50,19,Friday,Evening,No Gap
6684,Airport,151,Trip Completed,15-07-2016,22:34,15-07-2016,23:27,53,22,Friday,Night,No Gap
451,City,152,Trip Completed,11-07-2016,09:10,11-07-2016,10:10,60,9,Monday,Morning,No Gap
588,City,152,Trip Completed,11-07-2016,11:20,11-07-2016,11:53,33,11,Monday,Morning,No Gap
671,Airport,152,Trip Completed,11-07-2016,13:16,11-07-2016,14:08,52,13,Monday,Afternoon,No Gap
1369,Airport,152,Trip Completed,12-07-2016,00:15,12-07-2016,00:53,38,0,Tuesday,Late Night,No Gap
1688,City,152,Trip Completed,12-07-2016,07:51,12-07-2016,08:21,30,7,Tuesday,Early Morning,No Gap
2861,City,152,Trip Completed,13-07-2016,05:38,13-07-2016,06:49,70,5,Wednesday,Early Morning,No Gap
3354,City,152,Trip Completed,13-07-2016,13:25,13-07-2016,14:39,75,13,Wednesday,Afternoon,No Gap
5141,Airport,152,Trip Completed,14-07-2016,20:15,14-07-2016,21:00,45,20,Thursday,Evening,No Gap
5460,Airport,152,Trip Completed,15-07-2016,04:06,15-07-2016,04:52,46,4,Friday,Late Night,No Gap
5904,City,152,Trip Completed,15-07-2016,10:00,15-07-2016,10:34,34,10,Friday,Morning,No Gap
5973,Airport,152,Trip Completed,15-07-2016,11:10,15-07-2016,12:12,62,11,Friday,Morning,No Gap
704,Airport,153,Trip Completed,11-07-2016,14:12,11-07-2016,15:06,54,14,Monday,Afternoon,No Gap
785,City,153,Trip Completed,11-07-2016,16:49,11-07-2016,17:24,35,16,Monday,Afternoon,No Gap
2631,Airport,153,Trip Completed,12-07-2016,22:18,12-07-2016,23:07,49,22,Tuesday,Night,No Gap
2911,Airport,153,Trip Completed,13-07-2016,06:09,13-07-2016,06:59,50,6,Wednesday,Early Morning,No Gap
3360,Airport,153,Trip Completed,13-07-2016,13:37,13-07-2016,14:20,44,13,Wednesday,Afternoon,No Gap
3667,Airport,153,Trip Completed,13-07-2016,19:23,13-07-2016,20:11,48,19,Wednesday,Evening,No Gap
4624,Airport,153,Trip Completed,14-07-2016,11:05,14-07-2016,11:53,48,11,Thursday,Morning,No Gap
604,City,154,Trip Completed,11-07-2016,11:44,11-07-2016,12:49,65,11,Monday,Morning,No Gap
1464,Airport,154,Trip Completed,12-07-2016,05:03,12-07-2016,06:03,60,5,Tuesday,Early Morning,No Gap
1810,City,154,Trip Completed,12-07-2016,09:18,12-07-2016,09:54,36,9,Tuesday,Morning,No Gap
2009,City,154,Trip Completed,12-07-2016,13:25,12-07-2016,14:33,68,13,Tuesday,Afternoon,No Gap
2166,City,154,Trip Completed,12-07-2016,17:30,12-07-2016,18:35,65,17,Tuesday,Evening,No Gap
5379,City,154,Trip Completed,14-07-2016,23:51,15-07-2016,01:04,73,23,Thursday,Night,No Gap
1367,City,155,Trip Completed,11-07-2016,00:05,11-07-2016,01:06,61,0,Monday,Late Night,No Gap
447,City,155,Trip Completed,11-07-2016,09:07,11-07-2016,09:57,50,9,Monday,Morning,No Gap
1682,City,155,Trip Completed,12-07-2016,07:47,12-07-2016,08:38,51,7,Tuesday,Early Morning,No Gap
2043,Airport,155,Trip Completed,12-07-2016,14:30,12-07-2016,15:21,51,14,Tuesday,Afternoon,No Gap
2796,Airport,155,Trip Completed,13-07-2016,04:49,13-07-2016,05:29,41,4,Wednesday,Late Night,No Gap
3945,City,155,Trip Completed,13-07-2016,22:33,13-07-2016,23:16,43,22,Wednesday,Night,No Gap
4196,City,155,Trip Completed,14-07-2016,05:29,14-07-2016,06:36,67,5,Thursday,Early Morning,No Gap
5174,City,155,Trip Completed,14-07-2016,20:29,14-07-2016,21:24,55,20,Thursday,Evening,No Gap
5480,City,155,Trip Completed,15-07-2016,04:51,15-07-2016,06:03,73,4,Friday,Late Night,No Gap
5883,Airport,155,Trip Completed,15-07-2016,09:39,15-07-2016,10:48,69,9,Friday,Morning,No Gap
6013,Airport,155,Trip Completed,15-07-2016,12:26,15-07-2016,13:03,37,12,Friday,Morning,No Gap
438,City,156,Trip Completed,11-07-2016,09:05,11-07-2016,10:14,69,9,Monday,Morning,No Gap
636,City,156,Trip Completed,11-07-2016,12:25,11-07-2016,13:09,44,12,Monday,Morning,No Gap
1938,Airport,156,Trip Completed,12-07-2016,11:21,12-07-2016,12:03,42,11,Tuesday,Morning,No Gap
2129,Airport,156,Trip Completed,12-07-2016,17:06,12-07-2016,18:18,72,17,Tuesday,Evening,No Gap
3337,Airport,156,Trip Completed,13-07-2016,12:42,13-07-2016,13:50,68,12,Wednesday,Morning,No Gap
3472,City,156,Trip Completed,13-07-2016,17:16,13-07-2016,18:06,50,17,Wednesday,Evening,No Gap
3991,City,156,Trip Completed,13-07-2016,23:24,14-07-2016,00:06,42,23,Wednesday,Night,No Gap
4221,Airport,156,Trip Completed,14-07-2016,05:46,14-07-2016,06:35,49,5,Thursday,Early Morning,No Gap
5719,Airport,156,Trip Completed,15-07-2016,07:45,15-07-2016,08:21,36,7,Friday,Early Morning,No Gap
143,Airport,157,Trip Completed,11-07-2016,05:24,11-07-2016,06:01,37,5,Monday,Early Morning,No Gap
784,City,157,Trip Completed,11-07-2016,16:50,11-07-2016,17:23,33,16,Monday,Afternoon,No Gap
1020,Airport,157,Trip Completed,11-07-2016,19:17,11-07-2016,20:08,51,19,Monday,Evening,No Gap
2934,City,157,Trip Completed,13-07-2016,06:28,13-07-2016,07:10,42,6,Wednesday,Early Morning,No Gap
4073,City,157,Trip Completed,14-07-2016,02:10,14-07-2016,02:54,44,2,Thursday,Late Night,No Gap
4751,City,157,Trip Completed,14-07-2016,15:18,14-07-2016,16:12,54,15,Thursday,Afternoon,No Gap
5275,City,157,Trip Completed,14-07-2016,21:38,14-07-2016,22:21,44,21,Thursday,Night,No Gap
1262,Airport,158,Trip Completed,11-07-2016,22:00,11-07-2016,23:04,64,22,Monday,Night,No Gap
1600,City,158,Trip Completed,12-07-2016,06:39,12-07-2016,07:13,34,6,Tuesday,Early Morning,No Gap
2016,City,158,Trip Completed,12-07-2016,13:34,12-07-2016,14:36,62,13,Tuesday,Afternoon,No Gap
2370,Airport,158,Trip Completed,12-07-2016,19:37,12-07-2016,20:11,34,19,Tuesday,Evening,No Gap
3192,Airport,158,Trip Completed,13-07-2016,09:32,13-07-2016,10:42,70,9,Wednesday,Morning,No Gap
3367,Airport,158,Trip Completed,13-07-2016,13:51,13-07-2016,14:29,38,13,Wednesday,Afternoon,No Gap
3952,City,158,Trip Completed,13-07-2016,22:45,13-07-2016,23:41,56,22,Wednesday,Night,No Gap
4517,Airport,158,Trip Completed,14-07-2016,09:22,14-07-2016,10:04,42,9,Thursday,Morning,No Gap
4944,City,158,Trip Completed,14-07-2016,18:33,14-07-2016,19:04,32,18,Thursday,Evening,No Gap
6037,Airport,158,Trip Completed,15-07-2016,13:03,15-07-2016,14:01,58,13,Friday,Afternoon,No Gap
6385,Airport,158,Trip Completed,15-07-2016,19:19,15-07-2016,20:21,61,19,Friday,Evening,No Gap
398,City,159,Trip Completed,11-07-2016,08:26,11-07-2016,09:32,66,8,Monday,Early Morning,No Gap
2163,Airport,159,Trip Completed,12-07-2016,17:30,12-07-2016,18:07,37,17,Tuesday,Evening,No Gap
3985,Airport,159,Trip Completed,13-07-2016,23:15,14-07-2016,00:33,78,23,Wednesday,Night,No Gap
4780,City,159,Trip Completed,14-07-2016,16:29,14-07-2016,16:58,29,16,Thursday,Afternoon,No Gap
5453,City,159,Trip Completed,15-07-2016,03:38,15-07-2016,04:28,50,3,Friday,Late Night,No Gap
5807,City,159,Trip Completed,15-07-2016,08:41,15-07-2016,09:11,30,8,Friday,Early Morning,No Gap
6074,Airport,159,Trip Completed,15-07-2016,14:07,15-07-2016,14:56,49,14,Friday,Afternoon,No Gap
6651,City,159,Trip Completed,15-07-2016,22:06,15-07-2016,22:46,39,22,Friday,Night,No Gap
223,Airport,160,Trip Completed,11-07-2016,06:13,11-07-2016,07:05,52,6,Monday,Early Morning,No Gap
680,City,160,Trip Completed,11-07-2016,13:30,11-07-2016,14:38,68,13,Monday,Afternoon,No Gap
887,Airport,160,Trip Completed,11-07-2016,18:10,11-07-2016,18:47,37,18,Monday,Evening,No Gap
1689,Airport,160,Trip Completed,12-07-2016,07:51,12-07-2016,08:32,41,7,Tuesday,Early Morning,No Gap
1939,City,160,Trip Completed,12-07-2016,11:18,12-07-2016,11:54,36,11,Tuesday,Morning,No Gap
2182,City,160,Trip Completed,12-07-2016,17:42,12-07-2016,18:30,48,17,Tuesday,Evening,No Gap
3223,Airport,160,Trip Completed,13-07-2016,09:48,13-07-2016,10:31,43,9,Wednesday,Morning,No Gap
3819,Airport,160,Trip Completed,13-07-2016,21:08,13-07-2016,21:48,41,21,Wednesday,Night,No Gap
4823,Airport,160,Trip Completed,14-07-2016,17:22,14-07-2016,18:38,76,17,Thursday,Evening,No Gap
5431,Airport,160,Trip Completed,15-07-2016,02:38,15-07-2016,03:23,45,2,Friday,Late Night,No Gap
6353,Airport,160,Trip Completed,15-07-2016,18:57,15-07-2016,19:27,31,18,Friday,Evening,No Gap
163,City,161,Trip Completed,11-07-2016,05:35,11-07-2016,06:49,74,5,Monday,Early Morning,No Gap
706,Airport,161,Trip Completed,11-07-2016,14:12,11-07-2016,15:27,75,14,Monday,Afternoon,No Gap
1214,Airport,161,Trip Completed,11-07-2016,21:30,11-07-2016,21:57,27,21,Monday,Night,No Gap
1399,City,161,Trip Completed,12-07-2016,02:35,12-07-2016,03:42,67,2,Tuesday,Late Night,No Gap
1574,Airport,161,Trip Completed,12-07-2016,06:26,12-07-2016,07:15,49,6,Tuesday,Early Morning,No Gap
1870,City,161,Trip Completed,12-07-2016,10:01,12-07-2016,10:42,41,10,Tuesday,Morning,No Gap
2267,Airport,161,Trip Completed,12-07-2016,18:33,12-07-2016,19:36,63,18,Tuesday,Evening,No Gap
2658,Airport,161,Trip Completed,12-07-2016,23:18,13-07-2016,00:03,45,23,Tuesday,Night,No Gap
3048,Airport,161,Trip Completed,13-07-2016,07:41,13-07-2016,08:14,33,7,Wednesday,Early Morning,No Gap
3301,Airport,161,Trip Completed,13-07-2016,11:41,13-07-2016,12:28,47,11,Wednesday,Morning,No Gap
3477,City,161,Trip Completed,13-07-2016,17:18,13-07-2016,18:09,52,17,Wednesday,Evening,No Gap
4371,City,161,Trip Completed,14-07-2016,07:34,14-07-2016,08:24,50,7,Thursday,Early Morning,No Gap
445,City,162,Trip Completed,11-07-2016,09:06,11-07-2016,10:05,59,9,Monday,Morning,No Gap
1100,Airport,162,Trip Completed,11-07-2016,20:10,11-07-2016,20:52,42,20,Monday,Evening,No Gap
1961,City,162,Trip Completed,12-07-2016,11:53,12-07-2016,12:27,34,11,Tuesday,Morning,No Gap
3215,Airport,162,Trip Completed,13-07-2016,09:49,13-07-2016,10:57,68,9,Wednesday,Morning,No Gap
3997,Airport,162,Trip Completed,13-07-2016,23:36,14-07-2016,00:22,46,23,Wednesday,Night,No Gap
4385,City,162,Trip Completed,14-07-2016,07:51,14-07-2016,08:24,32,7,Thursday,Early Morning,No Gap
4736,City,162,Trip Completed,14-07-2016,14:31,14-07-2016,15:50,80,14,Thursday,Afternoon,No Gap
5291,Airport,162,Trip Completed,14-07-2016,21:48,14-07-2016,22:45,57,21,Thursday,Night,No Gap
5350,City,162,Trip Completed,14-07-2016,22:52,14-07-2016,23:42,50,22,Thursday,Night,No Gap
5768,City,162,Trip Completed,15-07-2016,08:27,15-07-2016,09:30,63,8,Friday,Early Morning,No Gap
675,City,163,Trip Completed,11-07-2016,13:24,11-07-2016,13:55,31,13,Monday,Afternoon,No Gap
1996,Airport,163,Trip Completed,12-07-2016,12:57,12-07-2016,14:06,69,12,Tuesday,Morning,No Gap
2510,City,163,Trip Completed,12-07-2016,21:01,12-07-2016,21:50,49,21,Tuesday,Night,No Gap
3969,Airport,163,Trip Completed,13-07-2016,22:58,13-07-2016,23:58,60,22,Wednesday,Night,No Gap
4397,City,163,Trip Completed,14-07-2016,07:56,14-07-2016,08:57,61,7,Thursday,Early Morning,No Gap
5326,City,163,Trip Completed,14-07-2016,22:09,14-07-2016,23:13,64,22,Thursday,Night,No Gap
5987,City,163,Trip Completed,15-07-2016,11:42,15-07-2016,12:49,67,11,Friday,Morning,No Gap
6152,Airport,163,Trip Completed,15-07-2016,16:15,15-07-2016,17:16,61,16,Friday,Afternoon,No Gap
6317,City,163,Trip Completed,15-07-2016,18:35,15-07-2016,19:05,29,18,Friday,Evening,No Gap
602,City,164,Trip Completed,11-07-2016,11:38,11-07-2016,12:57,79,11,Monday,Morning,No Gap
981,City,164,Trip Completed,11-07-2016,19:01,11-07-2016,19:39,38,19,Monday,Evening,No Gap
1317,Airport,164,Trip Completed,11-07-2016,22:57,11-07-2016,23:52,55,22,Monday,Night,No Gap
2112,Airport,164,Trip Completed,12-07-2016,16:32,12-07-2016,17:03,31,16,Tuesday,Afternoon,No Gap
2365,City,164,Trip Completed,12-07-2016,19:34,12-07-2016,20:12,38,19,Tuesday,Evening,No Gap
2849,City,164,Trip Completed,13-07-2016,05:29,13-07-2016,06:34,65,5,Wednesday,Early Morning,No Gap
4573,City,164,Trip Completed,14-07-2016,09:47,14-07-2016,10:47,59,9,Thursday,Morning,No Gap
5095,City,164,Trip Completed,14-07-2016,19:48,14-07-2016,20:55,67,19,Thursday,Evening,No Gap
741,Airport,165,Trip Completed,11-07-2016,15:39,11-07-2016,16:27,48,15,Monday,Afternoon,No Gap
1873,City,165,Trip Completed,12-07-2016,09:59,12-07-2016,10:44,45,9,Tuesday,Morning,No Gap
2134,Airport,165,Trip Completed,12-07-2016,17:14,12-07-2016,17:44,30,17,Tuesday,Evening,No Gap
3461,Airport,165,Trip Completed,13-07-2016,17:04,13-07-2016,18:07,64,17,Wednesday,Evening,No Gap
3711,Airport,165,Trip Completed,13-07-2016,19:47,13-07-2016,20:46,59,19,Wednesday,Evening,No Gap
5001,Airport,165,Trip Completed,14-07-2016,18:59,14-07-2016,19:35,36,18,Thursday,Evening,No Gap
248,City,166,Trip Completed,11-07-2016,06:38,11-07-2016,07:45,67,6,Monday,Early Morning,No Gap
1321,Airport,166,Trip Completed,11-07-2016,23:01,12-07-2016,00:05,64,23,Monday,Night,No Gap
1997,City,166,Trip Completed,12-07-2016,13:02,12-07-2016,13:57,55,13,Tuesday,Afternoon,No Gap
2544,City,166,Trip Completed,12-07-2016,21:22,12-07-2016,21:51,29,21,Tuesday,Night,No Gap
3863,City,166,Trip Completed,13-07-2016,21:44,13-07-2016,22:50,66,21,Wednesday,Night,No Gap
4336,City,166,Trip Completed,14-07-2016,07:14,14-07-2016,08:34,80,7,Thursday,Early Morning,No Gap
4754,City,166,Trip Completed,14-07-2016,15:24,14-07-2016,16:18,54,15,Thursday,Afternoon,No Gap
6620,City,166,Trip Completed,15-07-2016,21:48,15-07-2016,22:36,48,21,Friday,Night,No Gap
500,Airport,167,Trip Completed,11-07-2016,09:38,11-07-2016,10:12,34,9,Monday,Morning,No Gap
1518,City,167,Trip Completed,12-07-2016,05:50,12-07-2016,06:38,48,5,Tuesday,Early Morning,No Gap
3082,City,167,Trip Completed,13-07-2016,08:10,13-07-2016,08:50,41,8,Wednesday,Early Morning,No Gap
3478,Airport,167,Trip Completed,13-07-2016,17:19,13-07-2016,17:53,34,17,Wednesday,Evening,No Gap
4539,City,167,Trip Completed,14-07-2016,09:35,14-07-2016,10:46,70,9,Thursday,Morning,No Gap
4791,City,167,Trip Completed,14-07-2016,16:43,14-07-2016,17:32,50,16,Thursday,Afternoon,No Gap
5263,City,167,Trip Completed,14-07-2016,21:30,14-07-2016,21:59,29,21,Thursday,Night,No Gap
1679,City,168,Trip Completed,12-07-2016,07:46,12-07-2016,08:24,38,7,Tuesday,Early Morning,No Gap
2276,Airport,168,Trip Completed,12-07-2016,18:38,12-07-2016,19:46,68,18,Tuesday,Evening,No Gap
2747,Airport,168,Trip Completed,13-07-2016,03:17,13-07-2016,03:54,38,3,Wednesday,Late Night,No Gap
3370,City,168,Trip Completed,13-07-2016,13:56,13-07-2016,14:56,59,13,Wednesday,Afternoon,No Gap
3741,Airport,168,Trip Completed,13-07-2016,20:14,13-07-2016,21:21,67,20,Wednesday,Evening,No Gap
4266,Airport,168,Trip Completed,14-07-2016,06:10,14-07-2016,06:56,46,6,Thursday,Early Morning,No Gap
5596,City,168,Trip Completed,15-07-2016,06:08,15-07-2016,06:51,43,6,Friday,Early Morning,No Gap
5961,Airport,168,Trip Completed,15-07-2016,10:55,15-07-2016,11:54,59,10,Friday,Morning,No Gap
6418,City,168,Trip Completed,15-07-2016,19:45,15-07-2016,20:22,37,19,Friday,Evening,No Gap
759,City,169,Trip Completed,11-07-2016,16:16,11-07-2016,16:47,31,16,Monday,Afternoon,No Gap
2524,Airport,169,Trip Completed,12-07-2016,21:09,12-07-2016,21:55,46,21,Tuesday,Night,No Gap
2769,Airport,169,Trip Completed,13-07-2016,04:13,13-07-2016,05:06,53,4,Wednesday,Late Night,No Gap
5071,Airport,169,Trip Completed,14-07-2016,19:30,14-07-2016,20:17,47,19,Thursday,Evening,No Gap
5287,City,169,Trip Completed,14-07-2016,21:46,14-07-2016,22:35,49,21,Thursday,Night,No Gap
33,Airport,170,Trip Completed,11-07-2016,02:17,11-07-2016,03:31,74,2,Monday,Late Night,No Gap
2692,City,170,Trip Completed,13-07-2016,00:42,13-07-2016,01:40,59,0,Wednesday,Late Night,No Gap
2835,City,170,Trip Completed,13-07-2016,05:19,13-07-2016,06:24,65,5,Wednesday,Early Morning,No Gap
3122,Airport,170,Trip Completed,13-07-2016,08:37,13-07-2016,09:13,36,8,Wednesday,Early Morning,No Gap
3465,City,170,Trip Completed,13-07-2016,17:12,13-07-2016,18:03,52,17,Wednesday,Evening,No Gap
3857,City,170,Trip Completed,13-07-2016,21:34,13-07-2016,22:46,72,21,Wednesday,Night,No Gap
4343,Airport,170,Trip Completed,14-07-2016,07:17,14-07-2016,08:07,50,7,Thursday,Early Morning,No Gap
4417,City,170,Trip Completed,14-07-2016,08:13,14-07-2016,09:07,54,8,Thursday,Early Morning,No Gap
5756,City,170,Trip Completed,15-07-2016,08:03,15-07-2016,08:51,49,8,Friday,Early Morning,No Gap
5907,Airport,170,Trip Completed,15-07-2016,09:56,15-07-2016,11:04,68,9,Friday,Morning,No Gap
699,Airport,171,Trip Completed,11-07-2016,14:02,11-07-2016,15:02,60,14,Monday,Afternoon,No Gap
821,City,171,Trip Completed,11-07-2016,17:34,11-07-2016,17:57,23,17,Monday,Evening,No Gap
2085,City,171,Trip Completed,12-07-2016,15:41,12-07-2016,16:27,46,15,Tuesday,Afternoon,No Gap
2346,Airport,171,Trip Completed,12-07-2016,19:17,12-07-2016,20:04,47,19,Tuesday,Evening,No Gap
2704,City,171,Trip Completed,13-07-2016,01:12,13-07-2016,01:58,46,1,Wednesday,Late Night,No Gap
2901,Airport,171,Trip Completed,13-07-2016,06:04,13-07-2016,07:17,73,6,Wednesday,Early Morning,No Gap
3475,City,171,Trip Completed,13-07-2016,17:19,13-07-2016,17:55,36,17,Wednesday,Evening,No Gap
3743,Airport,171,Trip Completed,13-07-2016,20:19,13-07-2016,21:10,50,20,Wednesday,Evening,No Gap
5209,Airport,171,Trip Completed,14-07-2016,20:58,14-07-2016,21:59,61,20,Thursday,Evening,No Gap
6674,Airport,171,Trip Completed,15-07-2016,22:25,15-07-2016,23:08,43,22,Friday,Night,No Gap
714,City,172,Trip Completed,11-07-2016,14:28,11-07-2016,15:34,66,14,Monday,Afternoon,No Gap
792,Airport,172,Trip Completed,11-07-2016,17:01,11-07-2016,17:44,43,17,Monday,Evening,No Gap
1341,Airport,172,Trip Completed,11-07-2016,23:26,12-07-2016,00:06,40,23,Monday,Night,No Gap
1745,City,172,Trip Completed,12-07-2016,08:22,12-07-2016,09:13,51,8,Tuesday,Early Morning,No Gap
1971,City,172,Trip Completed,12-07-2016,12:08,12-07-2016,13:25,77,12,Tuesday,Morning,No Gap
2632,City,172,Trip Completed,12-07-2016,22:19,12-07-2016,23:21,62,22,Tuesday,Night,No Gap
2935,City,172,Trip Completed,13-07-2016,06:30,13-07-2016,07:01,32,6,Wednesday,Early Morning,No Gap
3142,Airport,172,Trip Completed,13-07-2016,08:50,13-07-2016,09:59,68,8,Wednesday,Early Morning,No Gap
4516,City,172,Trip Completed,14-07-2016,09:11,14-07-2016,09:57,46,9,Thursday,Morning,No Gap
4605,Airport,172,Trip Completed,14-07-2016,10:14,14-07-2016,11:25,71,10,Thursday,Morning,No Gap
5936,Airport,172,Trip Completed,15-07-2016,10:17,15-07-2016,11:04,47,10,Friday,Morning,No Gap
6621,City,172,Trip Completed,15-07-2016,21:49,15-07-2016,22:30,41,21,Friday,Night,No Gap
752,Airport,173,Trip Completed,11-07-2016,16:03,11-07-2016,17:08,65,16,Monday,Afternoon,No Gap
1336,City,173,Trip Completed,11-07-2016,23:17,11-07-2016,23:52,35,23,Monday,Night,No Gap
1836,Airport,173,Trip Completed,12-07-2016,09:37,12-07-2016,10:19,42,9,Tuesday,Morning,No Gap
2447,Airport,173,Trip Completed,12-07-2016,20:24,12-07-2016,21:36,72,20,Tuesday,Evening,No Gap
3517,Airport,173,Trip Completed,13-07-2016,17:46,13-07-2016,18:35,49,17,Wednesday,Evening,No Gap
3831,Airport,173,Trip Completed,13-07-2016,21:16,13-07-2016,22:16,59,21,Wednesday,Night,No Gap
4136,City,173,Trip Completed,14-07-2016,04:46,14-07-2016,05:21,35,4,Thursday,Late Night,No Gap
4700,Airport,173,Trip Completed,14-07-2016,13:08,14-07-2016,13:54,47,13,Thursday,Afternoon,No Gap
5484,City,173,Trip Completed,15-07-2016,04:54,15-07-2016,05:47,52,4,Friday,Late Night,No Gap
5900,City,173,Trip Completed,15-07-2016,09:53,15-07-2016,10:44,51,9,Friday,Morning,No Gap
6634,Airport,173,Trip Completed,15-07-2016,22:03,15-07-2016,22:44,42,22,Friday,Night,No Gap
426,City,174,Trip Completed,11-07-2016,08:48,11-07-2016,09:53,65,8,Monday,Early Morning,No Gap
1320,City,174,Trip Completed,11-07-2016,22:52,12-07-2016,00:06,74,22,Monday,Night,No Gap
1588,City,174,Trip Completed,12-07-2016,06:32,12-07-2016,07:19,47,6,Tuesday,Early Morning,No Gap
2375,Airport,174,Trip Completed,12-07-2016,19:38,12-07-2016,20:38,60,19,Tuesday,Evening,No Gap
4411,Airport,174,Trip Completed,14-07-2016,08:09,14-07-2016,08:52,43,8,Thursday,Early Morning,No Gap
4769,Airport,174,Trip Completed,14-07-2016,15:42,14-07-2016,16:41,59,15,Thursday,Afternoon,No Gap
5149,City,174,Trip Completed,14-07-2016,20:27,14-07-2016,21:26,59,20,Thursday,Evening,No Gap
5659,City,174,Trip Completed,15-07-2016,07:03,15-07-2016,08:08,65,7,Friday,Early Morning,No Gap
545,City,175,Trip Completed,11-07-2016,10:06,11-07-2016,10:42,36,10,Monday,Morning,No Gap
778,City,175,Trip Completed,11-07-2016,16:39,11-07-2016,17:18,39,16,Monday,Afternoon,No Gap
1289,City,175,Trip Completed,11-07-2016,22:26,11-07-2016,22:55,29,22,Monday,Night,No Gap
1654,Airport,175,Trip Completed,12-07-2016,07:23,12-07-2016,08:06,43,7,Tuesday,Early Morning,No Gap
